Component ID,Page URL,Page,Section title,Type,Source,View,Stored fetch mode,readyToLoad,Resolved behaviour,Fix category,Recommended fix,Status,Assigned to,Date fixed,Notes
2374594,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,State Mitigation Capabilities,Spreadsheet,Capabilities_Catalogue,1172519,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2374598,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,Local Capabilities Table,Spreadsheet,Capabilities_Catalogue,1172519,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2374599,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,Education / Outreach,Card,LHMP_IA,1441681,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2374600,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,State Mitigation Capabilities,Spreadsheet,Capabilities_Catalogue,1172519,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2374604,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,Local Capabilities Table,Spreadsheet,Capabilities_Catalogue,1172519,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2374605,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,Financial,Card,LHMP_IA,1441681,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2374606,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,State Mitigation Capabilities,Spreadsheet,Capabilities_Catalogue,1172519,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2374610,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,Local Financial Capabilities,Spreadsheet,Capabilities_Catalogue,1172519,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2386698,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,Overview,Card,LHMP_IA,1441681,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2386703,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,The Planning Process,Card,LHMP_IA,1441681,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2386713,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,Planning Participants,Spreadsheet,Roles,1473296,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2386715,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,Planning Meetings,Spreadsheet,Participation,1473469,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2386720,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,Local Resources,Card,LHMP_IA,1441681,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2386724,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,County Capabilities Table,Spreadsheet,Capabilities_Catalogue,1172519,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2386725,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,(untitled Card),Card,LHMP_IA,1441681,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2386726,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,Jurisdictional Resources and Capabilities,Spreadsheet,Capabilities_Catalogue,1172519,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2386727,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,Adoption,Card,LHMP_IA,1441681,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2386730,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,Maintenance,Card,LHMP_IA,1441681,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379051,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled Header: MNY Data),Header: MNY Data,Jurisdictions,,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379056,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled Card),Card,Jurisdictions,1346450,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379059,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled Card),Card,Jurisdictions,1346450,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379061,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Planning Process,Card,Jurisdictions,1346450,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379063,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled Card),Card,Jurisdictions,1346450,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379065,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Jurisdictional Profile,Card,Jurisdictions,1346450,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379066,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Buildings,Card,LHMP_IA,1441681,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379068,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Local Context,Card,Jurisdictions,1346450,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379070,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Critical Buildings,Card,Jurisdictions,1346450,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379071,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,BUILDINGS BY LANDUSE,Spreadsheet,src 1651,2357,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379072,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Critical Buildings,Spreadsheet,src 1651,2357,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379075,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Infrastructure,Card,LHMP_IA,1441681,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379077,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Critical Infrastructure,Card,Jurisdictions,1346450,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379079,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Growth and Development Trends,Card,Jurisdictions,1346450,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379081,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Additional Context (Municipal),Card,Jurisdictions,1346450,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379083,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Risk,Card,Jurisdictions,1346450,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379084,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled Card),Card,Jurisdictions,1346450,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
2379086,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled Card),Card,LHMP_IA,1441681,(null),true,default - re-queries on mount,Component setting,Section Settings > Data > Fetch Mode: set explicitly once a pattern-wide default is agreed.,,,,
