Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Section title,Component ID,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes,Requirement,Requirement source (LHMP_IA row),LHMP_IA section,LHMP_IA component,Match basis,Confidence,Renders on page,Why it does not render,Original type,Original type name,Replaced by (live component ID),Replacement match basis
T1-069,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,(untitled Card),2385003,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-070,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,Historic Occurrences,2385006,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-071,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,People and Communities,2385041,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-072,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,Built Environment,2385038,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-073,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,Natural Environment,2385044,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-074,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,Overview,2385068,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-075,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,General Vulnerability,2385076,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-076,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,(untitled Card),2385077,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-077,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,Historic Occurrences,2385080,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-078,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,Built Environment,2385110,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-079,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,People and Communities,2385113,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-080,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,Natural Environment,2385116,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-081,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment/natural_environment,the_local_environment/natural_environment,(untitled Card),2335941,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T1-082,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment/natural_environment,the_local_environment/natural_environment,(untitled Card),2335947,Card on LHMP_IA,NO PERMISSIONS SET - anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,Open,,,,,,,,,,Published,,,,,
T2-004,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,(untitled lexical),2100632,lexical,404 - https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100632_0_736e1d602030.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,Open,,,,,,,,,,Published,,,,,
T2-005,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/track_progress,track_progress,(untitled lexical),2100791,lexical,404 - https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100791_0_f3deac979b1e.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,Open,,,,,,,,,,Published,,,,,
T2-008,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/track_progress,track_progress,(untitled lexical),2100790,lexical,404 - https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100790_0_f4e098409762.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,Open,,,,,,,,,,Published,,,,,
T2-009,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,(untitled lexical),2100631,lexical,404 - https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100631_0_f3deac979b1e.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,Open,,,,,,,,,,Published,,,,,
T2-010,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,(untitled lexical),2100633,lexical,404 - https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100633_0_605ea3737a9a.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,Open,,,,,,,,,,Published,,,,,
T2-011,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/the_local_environment/natural_environment,the_local_environment/natural_environment,(untitled lexical),2335952,lexical,"200 but text/html; charset=UTF-8 - SPA fallback, file missing - https://ny.audubon.org/sites/default/files/styles/bean_wysiwyg_full_width/public/diane_lewis_wetlands.jpg",External hotlink no longer serves an image. Upload a hosted copy and point the section at it instead of ny.audubon.org.,external hotlink,Open,,,,,,,,,,Published,,,,,
T3-002,3,Section returns no rows,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,Infrastructure,2262455,Card on LHMP_IA,filtered to nothing (siblings with rows: 369; stored predicates: 4),"Siblings on the same source and view return rows while this one is cached at zero. Refetch the section; if it still returns nothing, re-check its filter against the page variables it should be reading.",LHMP_IA|1441681,Open,,,,,,,,,,Published,,,,,
T3-004,3,Section returns no rows,Tier 2,Component setting,component,https://county_template.devmny.org/track_progress/funding_sources,track_progress/funding_sources,(untitled Filter),2050872,Filter on Funding_Sources,"NO filter, yet zero rows while siblings return data - stale cache or broken binding (siblings with rows: 1; stored predicates: 0)","Siblings on the same source and view return rows while this one is cached at zero. Refetch the section; if it still returns nothing, re-check its filter against the page variables it should be reading.",Funding_Sources|1672381,Open,,,,,,,,,,Published,,,,,
T3-005,3,Section returns no rows,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled Header: MNY Data),2262432,Header: MNY Data on Jurisdictions,"whole (source,view) is empty here - upstream/tenant data (siblings with rows: 0; stored predicates: 1)","No view is pinned. Section Settings > Data Source: re-select the Jurisdictions source so sourceInfo.view_id is set (1346450), then refetch.",Jurisdictions|undefined,Open,,,,,,,,,,Published,,,,,
T3-007,3,Section returns no rows,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,Completed Actions Table,2262513,Spreadsheet on Actions_Revised,filtered to nothing (siblings with rows: 2; stored predicates: 6),"Siblings on the same source and view return rows while this one is cached at zero. Refetch the section; if it still returns nothing, re-check its filter against the page variables it should be reading.",Actions_Revised|1074456,Open,,,,,,,,,,Published,,,,,
T3-008,3,Section returns no rows,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,In-Progress Actions Table,2262517,Spreadsheet on Actions_Revised,filtered to nothing (siblings with rows: 2; stored predicates: 6),"Siblings on the same source and view return rows while this one is cached at zero. Refetch the section; if it still returns nothing, re-check its filter against the page variables it should be reading.",Actions_Revised|1074456,Open,,,,,,,,,,Published,,,,,
T3-009,3,Section returns no rows,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,Local Capabilities Table,2374592,Spreadsheet on Capabilities_Catalogue,filtered to nothing (siblings with rows: 9; stored predicates: 4),"Siblings on the same source and view return rows while this one is cached at zero. Refetch the section; if it still returns nothing, re-check its filter against the page variables it should be reading.",Capabilities_Catalogue|1172519,Open,,,,,,,,,,Published,,,,,
T3-010,3,Section returns no rows,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,Local Capabilities Table,2374598,Spreadsheet on Capabilities_Catalogue,filtered to nothing (siblings with rows: 9; stored predicates: 5),"Siblings on the same source and view return rows while this one is cached at zero. Refetch the section; if it still returns nothing, re-check its filter against the page variables it should be reading.",Capabilities_Catalogue|1172519,Open,,,,,,,,,,Published,,,,,
T3-011,3,Section returns no rows,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,Local Capabilities Table,2374604,Spreadsheet on Capabilities_Catalogue,filtered to nothing (siblings with rows: 9; stored predicates: 4),"Siblings on the same source and view return rows while this one is cached at zero. Refetch the section; if it still returns nothing, re-check its filter against the page variables it should be reading.",Capabilities_Catalogue|1172519,Open,,,,,,,,,,Published,,,,,
