Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Section title,Component ID,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes
T1-065,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/tornado,the_risk/natural_hazards/tornado,Built Environment,2384963,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-066,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/tornado,the_risk/natural_hazards/tornado,People and Communities,2384966,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-067,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/tornado,the_risk/natural_hazards/tornado,Natural Environment,2384969,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-068,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,General Vulnerability,2385002,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-069,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,(untitled Card),2385003,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-070,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,Historic Occurrences,2385006,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-071,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,People and Communities,2385041,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-072,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,Built Environment,2385038,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-073,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,Natural Environment,2385044,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-074,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,Overview,2385068,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-075,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,General Vulnerability,2385076,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-076,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,(untitled Card),2385077,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-077,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,Historic Occurrences,2385080,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-078,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,Built Environment,2385110,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-079,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,People and Communities,2385113,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-080,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,Natural Environment,2385116,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-081,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment/natural_environment,the_local_environment/natural_environment,(untitled Card),2335941,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T1-082,1,SHMP narrative not permission-locked,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment/natural_environment,the_local_environment/natural_environment,(untitled Card),2335947,Card on LHMP_IA,NO PERMISSIONS SET  -  anyone with edit rights can change it,"Section Settings > Permissions: set authPermissions to {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}}  -  the value already on the other 290 LHMP_IA sections.",LHMP_IA edit lock,,,,
T2-001,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,(untitled lexical),2100379,lexical,404  -  https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100379_0_247685bc18bc.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,,,,
T2-002,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,(untitled lexical),2100380,lexical,404  -  https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100380_0_85b85a680d9d.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,,,,
T2-003,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,(untitled lexical),2100382,lexical,404  -  https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100382_0_329ed0d33261.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,,,,
T2-004,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,(untitled lexical),2100632,lexical,404  -  https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100632_0_736e1d602030.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,,,,
T2-005,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/track_progress,track_progress,(untitled lexical),2100791,lexical,404  -  https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100791_0_f3deac979b1e.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,,,,
T2-006,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,(untitled lexical),2100378,lexical,404  -  https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100378_0_6fc973a8ebbe.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,,,,
T2-007,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,(untitled lexical),2100381,lexical,404  -  https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100381_0_daa2e120f797.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,,,,
T2-008,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/track_progress,track_progress,(untitled lexical),2100790,lexical,404  -  https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100790_0_f4e098409762.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,,,,
T2-009,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,(untitled lexical),2100631,lexical,404  -  https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100631_0_f3deac979b1e.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,,,,
T2-010,2,Broken image,Tier 2,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,(untitled lexical),2100633,lexical,404  -  https://availabs-bucket.files.availabs.org/img/mitigat-ny-prod/2100633_0_605ea3737a9a.webp,"The upload is gone from the bucket. Re-upload the image through the section editor, or repoint the section at the equivalent /themes/mny/illustrations/*.webp already on the server.",missing upload in bucket,,,,
