Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Page ID,Page Relevance,Section title,Draft section ID,Draft section group ID,Draft section group name,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes,Requirement,Requirement source (LHMP_IA row),LHMP_IA section,LHMP_IA component,Match basis,Confidence,Tag exempt,Draft tags (current),V1 published section ID,Draft ID basis
T5-139,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,1300804,(not labelled),(untitled lexical),1449268,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468649,Executive Summary,Executive Summary,"inherited from LHMP_IA component ""Executive Summary"" (Executive Summary / Rich Text) [realigned (component re-created since QA)]",Medium,,,2100381,trackingId
T5-140,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/track_progress,track_progress,1300909,(not labelled),(untitled lexical),1450951,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468656,Executive Summary,Executive Summary,"inherited from LHMP_IA component ""Executive Summary"" (Executive Summary / Card)",Medium,,,2100790,positional
T5-141,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,1300808,(not labelled),(untitled lexical),1450112,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468653,Executive Summary,Executive Summary,"inherited from LHMP_IA component ""Executive Summary"" (Executive Summary / Card)",Medium,,,2100631,positional
T5-142,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,1300808,(not labelled),(untitled lexical),1450108,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468653,Executive Summary,Executive Summary,"inherited from LHMP_IA component ""Executive Summary"" (Executive Summary / Card)",Medium,,,2100633,positional
T5-143,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/non_natural_hazards,the_risk/non_natural_hazards,1300899,(not labelled),(untitled lexical),1696648,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468503,Overview,Overview,"LHMP_IA section ""Overview"" (first section on the page)",Medium,Hidden from view,,2239655,positional
T5-144,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/non_natural_hazards,the_risk/non_natural_hazards,1300899,(not labelled),Overview,1478427,default,Group 1,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468503,Overview,Overview,"LHMP_IA component ""Overview"" (Overview / Card)",High,,,2239656,positional
T5-145,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/non_natural_hazards,the_risk/non_natural_hazards,1300899,(not labelled),(untitled Card),1553860,default,Group 1,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468503,Overview,Overview,"inherited from LHMP_IA component ""Overview"" (Overview / Card)",Medium,,,2239657,positional
T5-146,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/non_natural_hazards,the_risk/non_natural_hazards,1300899,(not labelled),(untitled lexical),1694847,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468503,Overview,Overview,"inherited from LHMP_IA component ""Overview"" (Overview / Card)",Medium,Hidden from view,,2239658,positional
T5-147,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/non_natural_hazards,the_risk/non_natural_hazards,1300899,(not labelled),Local Context,1478429,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468504,Overview,Local Context,"LHMP_IA component ""Local Context"" (Overview / Rich Text)",High,,,2239659,positional
T5-150,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/climate_change,the_risk/climate_change,1300805,(not labelled),(untitled lexical),1694854,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1686487,Overview,Overview Annotation Card,"inherited from LHMP_IA component ""Overview Annotation Card"" (Overview / Annotation SHMP Card)",,Hidden from view,,2178593,positional
T5-151,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/climate_change,the_risk/climate_change,1300805,(not labelled),Local Context,1553950,default,Group 1,lexical,tags (empty string),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468506,Overview,Local Context,"LHMP_IA component ""Local Context"" (Overview / Rich Text)",High,,,2178594,positional
T5-152,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/climate_change,the_risk/climate_change,1300805,(not labelled),(untitled Card),1468062,default,Group 1,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468506,Overview,Local Context,"inherited from LHMP_IA component ""Local Context"" (Overview / Rich Text)",Medium,,,2178595,positional
T5-153,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/climate_change,the_risk/climate_change,1300805,(not labelled),Hazards Impacted By Climate Change,1626196,default,Group 1,Spreadsheet on Hazards_of_Concern,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1686489,Overview,Hazards Impacted By Climate Change,"LHMP_IA component ""Hazards Impacted By Climate Change"" (Overview / Table)",,,,2178596,positional
T5-154,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/climate_change,the_risk/climate_change,1300805,(not labelled),(untitled Card),1470313,default,Group 1,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1686489,Overview,Hazards Impacted By Climate Change,"inherited from LHMP_IA component ""Hazards Impacted By Climate Change"" (Overview / Table)",,,,2178597,positional
T5-155,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/climate_change,the_risk/climate_change,1300805,(not labelled),(untitled Spreadsheet),1689363,default,Group 1,Spreadsheet on src 1636,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468508,Climate Smart Communities,Climate Smart Communities,"inherited from LHMP_IA component ""Climate Smart Communities"" (Climate Smart Communities / Card)",Medium,,,2178599,positional
T5-156,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/climate_change,the_risk/climate_change,1300805,(not labelled),Regional Climate Assessment,1467857,default,Group 1,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,Not Applicable,1468507,Regional Climate Assessment,Regional Climate Assessment,"LHMP_IA component ""Regional Climate Assessment"" (Regional Climate Assessment / Card)",High,,,2178600,positional
T5-157,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/disasters,the_risk/disasters,1300922,(not labelled),(untitled lexical),1696676,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468519,Presidential Declarations,Presidential Declarations,"LHMP_IA section ""Presidential Declarations"" (first section on the page)",Medium,Hidden from view,,2178604,positional
T5-158,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/disasters,the_risk/disasters,1300922,(not labelled),(untitled lexical),1694869,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468519,Presidential Declarations,Presidential Declarations,"inherited from LHMP_IA component ""Presidential Declarations"" (Presidential Declarations / Card)",Medium,Hidden from view,,2178606,positional
T5-159,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/disasters,the_risk/disasters,1300922,(not labelled),(untitled lexical),1694871,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468520,Presidential Declarations,Local Context,"inherited from LHMP_IA section ""Presidential Declarations"" (via ""Local Context"")",Medium,Hidden from view,,2178610,positional
T5-160,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/disasters,the_risk/disasters,1300922,(not labelled),(untitled lexical),1694873,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468520,Presidential Declarations,Local Context,"inherited from LHMP_IA section ""Presidential Declarations"" (via ""Local Context"")",Medium,Hidden from view,,2178613,positional
T5-161,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk,the_risk,1300894,Relevant,(untitled lexical),2005380,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,A1-a,1468644,Executive Summary,Process Summary,"inherited from LHMP_IA component ""Process Summary"" (Executive Summary / Card)",Medium,,,2178625,trackingId
T5-162,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk,the_risk,1300894,Relevant,(untitled lexical),2005381,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,A1-a,1468644,Executive Summary,Process Summary,"inherited from LHMP_IA component ""Process Summary"" (Executive Summary / Card)",Medium,,,2178626,trackingId
T5-163,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk,the_risk,1300894,Relevant,(untitled lexical),2005382,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,A1-a,1468644,Executive Summary,Process Summary,"inherited from LHMP_IA component ""Process Summary"" (Executive Summary / Card)",Medium,,,2178627,trackingId
